Time (ms),Stress at 0.00 mm (kPa),Stress at 0.27 mm (kPa),Stress at 0.46 mm (kPa),Stress at NaN mm (kPa),Stress at 0.80 mm (kPa),Stress at 1.06 mm (kPa),Stress at NaN mm (kPa),Stress at 1.44 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.84 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.46 mm (kPa),Stress at 2.66 mm (kPa),Stress at 2.85 mm (kPa)
2427,269.52763,238.88944,230.15316,,161.21017,146.20199,,68.830606,96.000102,57.607825,39.332891,19.955746,24.485539,16.286263,10.026853
2428,269.5019,238.86663,230.13119,,161.19478,146.18803,,68.824034,95.990936,57.602325,39.329136,19.95384,24.483201,16.284708,10.025895
2429,269.47616,238.84382,230.10921,,161.17938,146.17407,,68.817462,95.98177,57.596824,39.32538,19.951935,24.480863,16.283153,10.024938
2430,269.45043,238.82101,230.08724,,161.16399,146.16011,,68.81089,95.972604,57.591324,39.321625,19.95003,24.478525,16.281598,10.02398
2431,269.42469,238.7982,230.06526,,161.1486,146.14615,,68.804318,95.963438,57.585823,39.317869,19.948124,24.476187,16.280043,10.023023
2432,269.39896,238.77539,230.04329,,161.13321,146.13219,,68.797746,95.954272,57.580323,39.314113,19.946219,24.473849,16.278488,10.022066
2433,269.37323,238.75259,230.02131,,161.11781,146.11823,,68.791174,95.945105,57.574823,39.310358,19.944313,24.471511,16.276933,10.021108
2434,269.34749,238.72978,229.99934,,161.10242,146.10427,,68.784602,95.935939,57.569322,39.306602,19.942408,24.469173,16.275378,10.020151
2435,269.32176,238.70697,229.97736,,161.08703,146.09031,,68.77803,95.926773,57.563822,39.302847,19.940503,24.466835,16.273823,10.019194
2436,269.29602,238.68416,229.95539,,161.07164,146.07635,,68.771458,95.917607,57.558321,39.299091,19.938597,24.464497,16.272268,10.018236
2437,269.27029,238.66135,229.93341,,161.05624,146.06239,,68.764886,95.908441,57.552821,39.295336,19.936692,24.46216,16.270713,10.017279
2438,269.24455,238.63854,229.91144,,161.04085,146.04844,,68.758314,95.899274,57.54732,39.29158,19.934786,24.459822,16.269158,10.016321
2439,269.21882,238.61573,229.88946,,161.02546,146.03448,,68.751742,95.890108,57.54182,39.287825,19.932881,24.457484,16.267603,10.015364
2440,269.19308,238.59292,229.86748,,161.01007,146.02052,,68.74517,95.880942,57.536319,39.284069,19.930976,24.455146,16.266048,10.014407
2441,269.16735,238.57011,229.84551,,160.99467,146.00656,,68.738598,95.871776,57.530819,39.280314,19.92907,24.452808,16.264493,10.013449
2442,269.14161,238.5473,229.82353,,160.97928,145.9926,,68.732026,95.86261,57.525318,39.276558,19.927165,24.45047,16.262938,10.012492
2443,269.11588,238.52449,229.80156,,160.96389,145.97864,,68.725454,95.853444,57.519818,39.272802,19.925259,24.448132,16.261383,10.011535
2444,269.09014,238.50168,229.77958,,160.9485,145.96468,,68.718882,95.844277,57.514318,39.269047,19.923354,24.445794,16.259828,10.010577
2445,269.06441,238.47887,229.75761,,160.9331,145.95072,,68.71231,95.835111,57.508817,39.265291,19.921449,24.443456,16.258273,10.00962
2446,269.03867,238.45606,229.73563,,160.91771,145.93676,,68.705738,95.825945,57.503317,39.261536,19.919543,24.441118,16.256718,10.008662
2447,269.01294,238.43325,229.71366,,160.90232,145.9228,,68.699166,95.816779,57.497816,39.25778,19.917638,24.438781,16.255163,10.007705
2448,268.9872,238.41044,229.69168,,160.88693,145.90884,,68.692594,95.807613,57.492316,39.254025,19.915732,24.436443,16.253608,10.006748
2449,268.96147,238.38764,229.66971,,160.87153,145.89488,,68.686022,95.798446,57.486815,39.250269,19.913827,24.434105,16.252053,10.00579
2450,268.93573,238.36483,229.64773,,160.85614,145.88092,,68.67945,95.78928,57.481315,39.246514,19.911922,24.431767,16.250498,10.004833
2451,268.91,238.34202,229.62576,,160.84075,145.86696,,68.672878,95.780114,57.475814,39.242758,19.910016,24.429429,16.248943,10.003876
2452,268.88427,238.31921,229.60378,,160.82536,145.853,,68.666306,95.770948,57.470314,39.239003,19.908111,24.427091,16.247388,10.002918
2453,268.85853,238.2964,229.58181,,160.80996,145.83904,,68.659734,95.761782,57.464814,39.235247,19.906205,24.424753,16.245833,10.001961
2454,268.8328,238.27359,229.55983,,160.79457,145.82508,,68.653162,95.752616,57.459313,39.231492,19.9043,24.422415,16.244278,10.001003
2455,268.80706,238.25078,229.53786,,160.77918,145.81112,,68.64659,95.743449,57.453813,39.227736,19.902395,24.420077,16.242723,10.000046
2456,268.78133,238.22797,229.51588,,160.76379,145.79716,,68.640018,95.734283,57.448312,39.22398,19.900489,24.417739,16.241168,9.9990887
2457,268.75559,238.20516,229.49391,,160.74839,145.7832,,68.633446,95.725117,57.442812,39.220225,19.898584,24.415402,16.239613,9.9981313
2458,268.72986,238.18235,229.47193,,160.733,145.76925,,68.626874,95.715951,57.437311,39.216469,19.896679,24.413064,16.238058,9.997174
2459,268.70412,238.15954,229.44996,,160.71761,145.75529,,68.620302,95.706785,57.431811,39.212714,19.894773,24.410726,16.236503,9.9962166
2460,268.67839,238.13673,229.42798,,160.70222,145.74133,,68.61373,95.697619,57.42631,39.208958,19.892868,24.408388,16.234948,9.9952592
2461,268.65265,238.11392,229.406,,160.68682,145.72737,,68.607158,95.688452,57.42081,39.205203,19.890962,24.40605,16.233393,9.9943018
